adsorption_energy,adsorbed_molecule,adsorbed_molecule_encoded
-3336.669129,CO_5,3
-3188.147145,CO_5,3
-3315.287148,CO_5,3
-3241.696819,CO_5,3
-3517.378928,CO_5,3
-3419.781827,CO_5,3
-3337.11504,CO_5,3
-3368.044567,CO_5,3
-3453.862307,CO_5,3
-3567.428875,CO_5,3
-3707.13807,CO_5,3
-3292.841261,CO_5,3
-3318.415869,CO_5,3
-3356.062521,CO_5,3
-3138.07448,CO_5,3
-3171.27286,CO_5,3
-3193.323235,CO_5,3
-3249.001482,CO_5,3
-3142.343284,CO_5,3
-3519.95181,CO_5,3
-3321.010726,CO_5,3
-3236.701076,CO_5,3
-3265.927046,CO_5,3
-3427.879657,CO_5,3
-3118.378213,CO_5,3
-3517.241712,CO_5,3
-3552.489075,CO_5,3
-3636.230578,CO_5,3
-3113.195914,CO_5,3
-3309.087826,CO_5,3
-3222.810057,CO_5,3
-3484.529299,CO_5,3
-3172.286498,CO_5,3
-3127.742005,CO_5,3
-3339.539006,CO_5,3
-3170.096989,CO_5,3
-3188.357001,CO_5,3
-3162.319167,CO_5,3
-3280.500352,CO_5,3
-3418.05982,CO_5,3
-3321.542069,CO_5,3
-3184.184972,CO_5,3
-3236.61847,CO_5,3
-3121.429066,CO_5,3
-3313.507695,CO_5,3
-3214.535025,CO_5,3
-3151.680311,CO_5,3
-3202.205523,CO_5,3
-3385.657171,CO_5,3
-3365.839085,CO_5,3
-3590.17929,CO_5,3
-3341.657787,CO_5,3
-3225.616786,CO_5,3
-3441.765704,CO_5,3
-3492.78848,CO_5,3
-3127.382668,CO_5,3
-3152.905428,CO_5,3
-3345.171653,CO_5,3
-3269.588918,CO_5,3
-3147.362876,CO_5,3
-3198.248925,CO_5,3
-3468.657646,CO_5,3
-3426.674135,CO_5,3
-3282.919518,CO_5,3
-3367.431632,CO_5,3
-3134.980142,CO_5,3
-3153.79708,CO_5,3
-3562.362385,CO_5,3
-3315.680486,CO_5,3
-3296.200584,CO_5,3
-3284.144529,CO_5,3
-3287.837883,CO_5,3
-3648.282981,CO_5,3
-3336.581186,CO_5,3
-3444.461131,CO_5,3
-3072.825137,CO_5,3
-3286.752282,CO_5,3
-3158.922684,CO_5,3
-3305.649182,CO_5,3
-3169.693366,CO_5,3
-3344.534085,CO_5,3
-3140.147124,CO_5,3
-3161.732895,CO_5,3
-3191.716688,CO_5,3
-3534.744822,CO_5,3
-3378.256583,CO_5,3
-3141.157608,CO_5,3
-3193.16804,CO_5,3
-3055.790343,CO_5,3
-3210.218516,CO_5,3
-3291.235868,CO_5,3
-3080.906098,CO_5,3
-3240.148694,CO_5,3
-3162.314339,CO_5,3
-3473.625721,CO_5,3
-3142.833341,CO_5,3
-3151.943019,CO_5,3
-3188.1257,CO_5,3
-3176.115448,CO_5,3
-3462.665422,CO_5,3
-3274.001745,CO_5,3
-3524.71066,CO_5,3
-3306.758169,CO_5,3
-3175.986279,CO_5,3
-3503.761905,CO_5,3
-3149.644377,CO_5,3
-3135.86487,CO_5,3
-3532.626541,CO_5,3
-3417.184056,CO_5,3
-3366.940342,CO_5,3
-3268.791596,CO_5,3
-3209.009982,CO_5,3
-3211.39047,CO_5,3
-3260.030965,CO_5,3
-3336.78577,CO_5,3
-3334.878358,CO_5,3
-3222.375772,CO_5,3
-3397.86701,CO_5,3
-3499.453941,CO_5,3
-3295.1666,CO_5,3
-3327.556766,CO_5,3
-3267.801767,CO_5,3
-3321.824772,CO_5,3
-3087.682688,CO_5,3
-3227.412439,CO_5,3
-3636.096245,CO_5,3
-3314.073179,CO_5,3
-3253.557914,CO_5,3
-3533.993965,CO_5,3
-3273.018047,CO_5,3
-3233.645579,CO_5,3
-3332.114453,CO_5,3
-3369.179212,CO_5,3
-3114.774477,CO_5,3
-3146.329284,CO_5,3
-3287.747377,CO_5,3
-3219.081192,CO_5,3
-3184.436975,CO_5,3
-3183.994659,CO_5,3
-3289.454317,CO_5,3
-3090.78705,CO_5,3
-3379.722064,CO_5,3
-3788.183728,CO_5,3
-3516.196596,CO_5,3
-3702.998422,CO_5,3
-3472.42833,CO_5,3
-3536.418477,CO_5,3
-3542.303061,CO_5,3
-3421.199805,CO_5,3
-3240.025425,CO_5,3
-3681.684821,CO_5,3
-3562.999076,CO_5,3
-3391.557124,CO_5,3
-3495.245721,CO_5,3
-3667.431311,CO_5,3
-3756.749711,CO_5,3
-3672.391327,CO_5,3
-3498.477911,CO_5,3
-3563.312671,CO_5,3
-3774.979386,CO_5,3
-3444.778848,CO_5,3
-3427.791536,CO_5,3
-3442.72181,CO_5,3
-3540.705387,CO_5,3
-3445.274913,CO_5,3
-3592.713001,CO_5,3
-3531.553396,CO_5,3
-3466.564488,CO_5,3
-3346.413559,CO_5,3
-3644.618593,CO_5,3
-3426.251321,CO_5,3
-3433.187942,CO_5,3
-3276.32082,CO_5,3
-3538.687133,CO_5,3
-3738.167138,CO_5,3
-3565.991266,CO_5,3
-3449.643209,CO_5,3
-3295.16521,CO_5,3
-3782.253731,CO_5,3
-3237.831312,CO_5,3
-3260.359528,CO_5,3
-3539.853993,CO_5,3
-3302.901026,CO_5,3
-3286.360793,CO_5,3
-3349.979099,CO_5,3
-3919.698019,CO_5,3
-3373.455139,CO_5,3
-3285.254063,CO_5,3
-3803.606407,CO_5,3
-3724.065087,CO_5,3
-3215.549745,CO_5,3
-3255.253047,CO_5,3
-3652.595093,CO_5,3
-3515.924535,CO_5,3
-3467.385109,CO_5,3
-3381.731259,CO_5,3
-3223.783395,CO_5,3
-3663.646937,CO_5,3
-3260.839485,CO_5,3
-3205.837636,CO_5,3
-3163.69884,CO_5,3
-3257.115221,CO_5,3
-3472.176979,CO_5,3
-3312.378297,CO_5,3
-3377.866936,CO_5,3
-3219.237259,CO_5,3
-3226.879503,CO_5,3
-3357.950965,CO_5,3
-3378.335356,CO_5,3
-3317.861104,CO_5,3
-3591.98874,CO_5,3
-3609.255418,CO_5,3
-3248.95178,CO_5,3
-3193.1198,CO_5,3
-3204.729048,CO_5,3
-3097.703451,CO_5,3
-3327.338002,CO_5,3
-3170.772479,CO_5,3
-3179.24295,CO_5,3
-3294.800304,CO_5,3
-3210.455734,CO_5,3
-3313.783572,CO_5,3
-3206.547903,CO_5,3
-3467.221371,CO_5,3
-3387.345771,CO_5,3
-3269.563853,CO_5,3
-3363.580574,CO_5,3
-3333.443494,CO_5,3
-3198.148142,CO_5,3
-3483.125656,CO_5,3
-3530.912167,CO_5,3
-3613.464104,CO_5,3
-3275.160945,CO_5,3
-3483.64057,CO_5,3
-3265.593658,CO_5,3
-3256.289865,CO_5,3
-3197.514353,CO_5,3
-3378.636406,CO_5,3
-3305.436368,CO_5,3
-3320.366669,CO_5,3
-3285.444997,CO_5,3
-3379.594122,CO_5,3
-3377.315889,CO_5,3
-3365.383927,CO_5,3
-3252.917455,CO_5,3
-3219.781986,CO_5,3
-3190.907091,CO_5,3
-3218.052449,CO_5,3
-3325.941907,CO_5,3
-3465.537194,CO_5,3
-3621.646433,CO_5,3
-3629.511671,CO_5,3
-3487.584082,CO_5,3
-3585.272993,CO_5,3
-3226.701965,CO_5,3
-3301.613717,CO_5,3
-3422.703896,CO_5,3
-3214.434855,CO_5,3
-3236.079729,CO_5,3
-3499.283321,CO_5,3
-3395.318659,CO_5,3
-3453.507439,CO_5,3
-3182.470057,CO_5,3
-3584.552775,CO_5,3
-3232.189052,CO_5,3
-3172.695457,CO_5,3
-3436.378677,CO_5,3
-3371.233392,CO_5,3
-3114.643377,CO_5,3
-3338.765615,CO_5,3
-3541.513992,CO_5,3
-3191.019544,CO_5,3
-3303.573724,CO_5,3
-3218.485733,CO_5,3
-3515.11508,CO_5,3
-3268.437435,CO_5,3
-3294.413363,CO_5,3
-3192.653525,CO_5,3
-3290.615495,CO_5,3
-3353.461577,CO_5,3
-3312.20733,CO_5,3
-3251.608138,CO_5,3
-3356.368729,CO_5,3
-3200.213878,CO_5,3
-3342.623893,CO_5,3
-3306.621401,CO_5,3
-3142.864832,CO_5,3
-3214.666163,CO_5,3
-3236.760621,CO_5,3
-3055.133961,CO_5,3
-3139.468572,CO_5,3
-3401.600262,CO_5,3
-3390.03477,CO_5,3
-3224.033122,CO_5,3
-3400.56927,CO_5,3
-3513.061618,CO_5,3
-3377.122676,CO_5,3
-3202.805589,CO_5,3
-3379.35711,CO_5,3
-3426.627775,CO_5,3
-3184.260613,CO_5,3
-3082.066297,CO_5,3
-3235.604322,CO_5,3
-3203.360602,CO_5,3
-3278.840227,CO_5,3
-3239.87669,CO_5,3
-3397.053623,CO_5,3
-3241.090914,CO_5,3
-3221.932722,CO_5,3
-3447.601209,CO_5,3
-3147.461436,CO_5,3
-3231.871605,CO_5,3
-3338.952967,CO_5,3
-3263.583679,CO_5,3
-3361.823279,CO_5,3
-3389.449051,CO_5,3
-3325.548587,CO_5,3
-3513.006572,CO_5,3
-3630.896578,CO_5,3
-3373.83579,CO_5,3
-3071.836509,CO_5,3
-3224.683237,CO_5,3
-3099.484278,CO_5,3
-3204.481671,CO_5,3
-3209.455368,CO_5,3
-3233.517366,CO_5,3
-3103.352068,CO_5,3
-3248.562637,CO_5,3
-3261.630512,CO_5,3
-3475.842111,CO_5,3
-3271.340537,CO_5,3
-3266.440061,CO_5,3
-3149.818072,CO_5,3
-3427.084891,CO_5,3
-3179.440973,CO_5,3
-3333.178746,CO_5,3
-3171.133675,CO_5,3
-3202.685421,CO_5,3
-3170.279092,CO_5,3
-3190.877752,CO_5,3
-3198.430793,CO_5,3
-3394.052264,CO_5,3
-3360.200898,CO_5,3
-3506.640737,CO_5,3
-3386.22508,CO_5,3
-3153.076784,CO_5,3
-3290.333683,CO_5,3
-3566.617086,CO_5,3
-3215.996187,CO_5,3
-3171.062638,CO_5,3
-3372.781742,CO_5,3
-3223.480506,CO_5,3
-3158.798888,CO_5,3
-3355.451061,CO_5,3
-3197.262464,CO_5,3
-3204.087082,CO_5,3
-3216.722526,CO_5,3
-3345.260836,CO_5,3
-3319.079423,CO_5,3
-3323.687716,CO_5,3
-3264.253051,CO_5,3
-3310.25316,CO_5,3
-3386.96635,CO_5,3
-3200.129994,CO_5,3
-3254.055097,CO_5,3
-3263.113172,CO_5,3
-3589.097793,CO_5,3
-3291.581858,CO_5,3
-3577.358093,CO_5,3
-3188.326229,CO_5,3
-3220.761842,CO_5,3
-3208.176569,CO_5,3
-3168.610969,CO_5,3
-3289.257087,CO_5,3
-3591.342603,CO_5,3
-3558.207613,CO_5,3
-3441.638489,CO_5,3
-3370.669382,CO_5,3
-3380.12466,CO_5,3
-3233.103322,CO_5,3
-3309.75929,CO_5,3
-3287.59978,CO_5,3
-3108.688192,CO_5,3
-3128.082945,CO_5,3
-3317.057188,CO_5,3
-3249.551288,CO_5,3
-3415.489278,CO_5,3
-3110.780412,CO_5,3
-3497.557309,CO_5,3
-3077.624333,CO_5,3
-3390.234918,CO_5,3
-3211.915617,CO_5,3
-3195.472352,CO_5,3
-3157.315975,CO_5,3
-3659.412449,CO_5,3
-3344.448041,CO_5,3
-3288.381742,CO_5,3
-3147.160919,CO_5,3
-3192.255099,CO_5,3
-3359.430492,CO_5,3
-3498.889141,CO_5,3
-3081.010936,CO_5,3
-3182.081826,CO_5,3
-3103.503921,CO_5,3
-3460.778947,CO_5,3
-3207.574768,CO_5,3
-3132.185194,CO_5,3
-3502.924732,CO_5,3
-3297.514487,CO_5,3
-3304.887488,CO_5,3
-3490.208852,CO_5,3
-3152.208861,CO_5,3
-3159.616415,CO_5,3
-3199.526467,CO_5,3
-3306.81319,CO_5,3
-3228.464883,CO_5,3
-3141.11172,CO_5,3
-3414.001773,CO_5,3
-3418.460625,CO_5,3
-3583.907199,CO_5,3
-3229.132026,CO_5,3
-3274.332468,CO_5,3
-3494.341196,CO_5,3
-3378.077398,CO_5,3
-3677.357967,CO_5,3
-3154.985066,CO_5,3
-3262.871606,CO_5,3
-3258.81571,CO_5,3
-3296.23009,CO_5,3
-3255.49552,CO_5,3
-3407.637374,CO_5,3
-3179.147121,CO_5,3
-3268.010843,CO_5,3
-3516.001229,CO_5,3
-3200.081597,CO_5,3
-3153.396121,CO_5,3
-3270.232117,CO_5,3
-3259.528054,CO_5,3
-3358.496632,CO_5,3
-3498.921196,CO_5,3
-3218.664379,CO_5,3
-3571.326137,CO_5,3
-3205.742238,CO_5,3
-3118.654362,CO_5,3
-3557.246875,CO_5,3
-3542.831453,CO_5,3
-3271.515653,CO_5,3
-3328.516253,CO_5,3
-3246.273715,CO_5,3
-3550.485629,CO_5,3
-3289.593974,CO_5,3
-3128.996227,CO_5,3
-3317.408483,CO_5,3
-3160.832652,CO_5,3
-3166.036882,CO_5,3
-3153.246684,CO_5,3
-3243.336504,CO_5,3
-3578.841605,CO_5,3
-3245.621621,CO_5,3
-3174.376454,CO_5,3
-3332.118255,CO_5,3
-3177.669912,CO_5,3
-3113.318063,CO_5,3
-3494.897951,CO_5,3
-3381.469704,CO_5,3
-3342.589196,CO_5,3
-3135.89964,CO_5,3
-3126.950045,CO_5,3
-3231.340987,CO_5,3
-3240.182539,CO_5,3
-3278.385631,CO_5,3
-3340.314731,CO_5,3
-3277.4793,CO_5,3
-3468.430564,CO_5,3
-3199.585998,CO_5,3
-3175.081667,CO_5,3
-3233.606407,CO_5,3
-3231.564957,CO_5,3
-3316.013347,CO_5,3
-3251.34742,CO_5,3
-3217.143506,CO_5,3
-3204.807163,CO_5,3
-3247.549992,CO_5,3
-3169.233225,CO_5,3
-3254.550608,CO_5,3
-3126.930426,CO_5,3
-3118.217655,CO_5,3
-3177.215305,CO_5,3
-3466.324234,CO_5,3
-3466.690965,CO_5,3
-3259.635981,CO_5,3
-3244.129691,CO_5,3
-3508.187848,CO_5,3
-3271.527542,CO_5,3
-3683.773339,CO_5,3
-3878.186593,CO_5,3
-3617.716576,CO_5,3
-3255.436867,CO_5,3
-3215.846325,CO_5,3
-3268.56744,CO_5,3
-3376.378676,CO_5,3
-3408.819339,CO_5,3
-3420.032029,CO_5,3
-3662.518024,CO_5,3
-3739.272292,CO_5,3
-3261.234572,CO_5,3
-3704.829776,CO_5,3
-3580.741791,CO_5,3
-3427.147496,CO_5,3
-3233.744668,CO_5,3
-3627.764774,CO_5,3
-3537.427046,CO_5,3
-3176.804409,CO_5,3
-3205.485935,CO_5,3
-3199.930131,CO_5,3
-3217.246079,CO_5,3
-3234.566685,CO_5,3
-3275.045472,CO_5,3
-3298.183134,CO_5,3
-3114.207284,CO_5,3
-3382.863302,CO_5,3
-3675.908982,CO_5,3
-3714.084934,CO_5,3
-3181.696936,CO_5,3
-3307.405917,CO_5,3
-3180.731836,CO_5,3
-3145.928789,CO_5,3
-3265.079403,CO_5,3
-3235.418734,CO_5,3
-3161.296643,CO_5,3
-3441.536272,CO_5,3
-3205.414998,CO_5,3
-3336.638546,CO_5,3
-3240.262806,CO_5,3
-3238.036071,CO_5,3
-3255.99059,CO_5,3
-3403.74273,CO_5,3
-3322.995487,CO_5,3
-3452.688512,CO_5,3
-3362.14315,CO_5,3
-3376.583033,CO_5,3
-3322.729577,CO_5,3
-3194.787757,CO_5,3
-3238.712932,CO_5,3
-3398.524395,CO_5,3
-3367.558523,CO_5,3
-3437.169273,CO_5,3
-3234.77309,CO_5,3
-3253.736244,CO_5,3
-3207.178902,CO_5,3
-3419.071936,CO_5,3
-3414.456207,CO_5,3
-3288.012694,CO_5,3
-3188.622907,CO_5,3
-3492.680815,CO_5,3
-3493.912711,CO_5,3
-3417.736549,CO_5,3
-3418.863838,CO_5,3
-3150.951412,CO_5,3
-3236.610969,CO_5,3
-3368.697925,CO_5,3
-3365.12864,CO_5,3
-3560.71475,CO_5,3
-3537.170232,CO_5,3
-3507.026981,CO_5,3
-3392.135671,CO_5,3
-3339.040385,CO_5,3
-3423.656908,CO_5,3
-3258.885207,CO_5,3
-3258.348992,CO_5,3
-3185.994746,CO_5,3
-3196.599205,CO_5,3
-3482.89408,CO_5,3
-3318.807515,CO_5,3
-3226.549852,CO_5,3
-3500.379111,CO_5,3
-3312.092999,CO_5,3
-3256.246665,CO_5,3
-3299.585245,CO_5,3
-3604.522691,CO_5,3
-3495.330285,CO_5,3
-3359.231753,CO_5,3
-3359.857259,CO_5,3
-3351.365141,CO_5,3
-3310.795933,CO_5,3
-3221.428037,CO_5,3
-3242.62477,CO_5,3
-3193.087211,CO_5,3
-3346.699969,CO_5,3
-3201.637065,CO_5,3
-3201.563861,CO_5,3
-3209.349706,CO_5,3
-3370.198517,CO_5,3
-3464.077755,CO_5,3
-3328.18975,CO_5,3
-3156.318771,CO_5,3
-3274.565458,CO_5,3
-3227.08118,CO_5,3
-3370.215532,CO_5,3
-3333.944273,CO_5,3
-3098.046789,CO_5,3
-3231.948697,CO_5,3
-3401.638947,CO_5,3
-3334.090677,CO_5,3
-3473.841049,CO_5,3
-3398.127754,CO_5,3
-3172.301577,CO_5,3
-3151.874565,CO_5,3
-3250.635406,CO_5,3
-3291.897334,CO_5,3
-3177.421419,CO_5,3
-3170.959251,CO_5,3
-3264.986033,CO_5,3
-3469.582118,CO_5,3
-3382.37374,CO_5,3
-3182.926875,CO_5,3
-3173.82283,CO_5,3
-3390.912831,CO_5,3
-3548.129419,CO_5,3
-3339.971588,CO_5,3
-3239.072792,CO_5,3
-3448.263352,CO_5,3
-3169.218775,CO_5,3
-3105.931109,CO_5,3
-3254.447777,CO_5,3
-3263.232449,CO_5,3
-3217.270453,CO_5,3
-3177.332029,CO_5,3
-3396.311794,CO_5,3
-3221.880247,CO_5,3
-3312.304335,CO_5,3
-3531.197382,CO_5,3
-3515.167291,CO_5,3
-3277.873659,CO_5,3
-3289.38885,CO_5,3
-3153.805125,CO_5,3
-3311.279052,CO_5,3
-3286.609041,CO_5,3
-3203.113104,CO_5,3
-3345.449093,CO_5,3
-3162.293834,CO_5,3
-3173.272316,CO_5,3
-3201.625622,CO_5,3
-3419.983433,CO_5,3
-3144.142924,CO_5,3
-3401.473164,CO_5,3
-3317.999831,CO_5,3
-3532.026587,CO_5,3
-3248.30966,CO_5,3
-3132.470812,CO_5,3
-3264.341658,CO_5,3
-3152.361821,CO_5,3
-3372.187318,CO_5,3
-3290.350382,CO_5,3
-3334.710652,CO_5,3
-3190.182687,CO_5,3
-3161.508825,CO_5,3
-3225.051237,CO_5,3
-3360.420281,CO_5,3
-3296.462668,CO_5,3
-3428.554613,CO_5,3
-3166.799757,CO_5,3
-3245.313243,CO_5,3
-3416.242872,CO_5,3
-3618.381191,CO_5,3
-3312.953523,CO_5,3
-3290.080834,CO_5,3
-3310.385933,CO_5,3
-3473.09497,CO_5,3
-3268.694493,CO_5,3
-3326.01285,CO_5,3
-3524.123044,CO_5,3
-3394.881469,CO_5,3
-3615.059154,CO_5,3
-3472.585615,CO_5,3
-3421.783136,CO_5,3
-3252.05793,CO_5,3
-3234.886095,CO_5,3
-3164.614713,CO_5,3
-3187.798896,CO_5,3
-3154.020621,CO_5,3
-3182.438098,CO_5,3
-3282.968645,CO_5,3
-3583.55265,CO_5,3
-3318.772889,CO_5,3
-3505.377355,CO_5,3
-3284.142221,CO_5,3
-3373.20737,CO_5,3
-3613.004058,CO_5,3
-3412.480321,CO_5,3
-3179.964781,CO_5,3
-3137.500537,CO_5,3
-3624.289915,CO_5,3
-3198.008988,CO_5,3
-3133.966422,CO_5,3
-3091.713619,CO_5,3
-3223.856394,CO_5,3
-3136.138045,CO_5,3
-3148.721559,CO_5,3
-3424.897271,CO_5,3
-3332.453224,CO_5,3
-3399.060451,CO_5,3
-3121.833364,CO_5,3
-3253.963888,CO_5,3
-3315.615657,CO_5,3
-3105.711564,CO_5,3
-3056.801052,CO_5,3
-3344.451419,CO_5,3
-3458.008134,CO_5,3
-3201.941243,CO_5,3
-3419.824244,CO_5,3
-3250.216587,CO_5,3
-3506.354854,CO_5,3
-3155.168685,CO_5,3
-3150.462223,CO_5,3
-3311.712012,CO_5,3
-3310.330768,CO_5,3
-3239.156131,CO_5,3
-3245.424609,CO_5,3
-3294.862944,CO_5,3
-3167.696645,CO_5,3
-3102.614111,CO_5,3
-3374.682795,CO_5,3
-3343.489012,CO_5,3
-3283.854691,CO_5,3
-3318.949343,CO_5,3
-3305.042029,CO_5,3
-3508.033211,CO_5,3
-3347.076587,CO_5,3
-3099.6178,CO_5,3
-3227.385196,CO_5,3
-3207.1484,CO_5,3
-3305.035894,CO_5,3
-3159.730165,CO_5,3
-3172.075979,CO_5,3
-3132.003687,CO_5,3
-3143.650464,CO_5,3
-3231.855253,CO_5,3
-3311.968705,CO_5,3
-3305.338532,CO_5,3
-3291.817202,CO_5,3
-3272.091599,CO_5,3
-3535.797108,CO_5,3
-3137.777312,CO_5,3
-3076.394761,CO_5,3
-3180.19138,CO_5,3
-3164.685346,CO_5,3
-3236.442965,CO_5,3
-3132.767585,CO_5,3
-3176.389375,CO_5,3
-3114.98662,CO_5,3
-3176.459248,CO_5,3
-3125.930516,CO_5,3
-3276.125008,CO_5,3
-3251.448455,CO_5,3
-3197.427013,CO_5,3
-3504.888104,CO_5,3
-3291.322932,CO_5,3
-3211.830661,CO_5,3
-3111.154397,CO_5,3
-3184.533879,CO_5,3
-3182.860637,CO_5,3
-3245.362068,CO_5,3
-3125.722896,CO_5,3
-3305.624285,CO_5,3
-3067.878431,CO_5,3
-3145.012077,CO_5,3
-3326.562714,CO_5,3
-3351.565577,CO_5,3
-3334.135901,CO_5,3
-3334.061945,CO_5,3
-3071.052392,CO_5,3
-3222.382864,CO_5,3
-3429.830145,CO_5,3
-3520.738401,CO_5,3
-3156.359958,CO_5,3
-3508.667607,CO_5,3
-3207.498218,CO_5,3
-3198.800817,CO_5,3
-3317.499745,CO_5,3
-3260.746228,CO_5,3
-3302.927255,CO_5,3
-3379.432653,CO_5,3
-3500.526431,CO_5,3
-3399.094631,CO_5,3
-3243.783159,CO_5,3
-3496.28288,CO_5,3
-3150.191798,CO_5,3
-3326.247325,CO_5,3
-3131.424253,CO_5,3
-3126.022809,CO_5,3
-3072.183095,CO_5,3
-4217.648478,SO2_5,9
-4487.610152,SO2_5,9
-5484.93632,SO2_5,9
-5466.992765,SO2_5,9
-4938.272419,SO2_5,9
-5464.703495,SO2_5,9
-5206.948698,SO2_5,9
-3619.025112,SO2_5,9
-4575.019377,SO2_5,9
-4305.32926,SO2_5,9
-4434.521082,SO2_5,9
-4163.726771,SO2_5,9
-4226.672272,SO2_5,9
-4613.774275,SO2_5,9
-3406.024218,SO2_5,9
-5011.210559,SO2_5,9
-4371.441904,SO2_5,9
-3655.941335,SO2_5,9
-3940.151892,SO2_5,9
-3346.438165,SO2_5,9
-4422.809378,SO2_5,9
-3932.730396,SO2_5,9
-4163.210837,SO2_5,9
-4064.081451,SO2_5,9
-4547.76662,SO2_5,9
-4464.292783,SO2_5,9
-3911.24546,SO2_5,9
-4590.693055,SO2_5,9
-3630.808467,SO2_5,9
-4017.56994,SO2_5,9
-4254.657647,SO2_5,9
-4526.259737,SO2_5,9
-4070.261279,SO2_5,9
-5440.66413,SO2_5,9
-5218.942979,SO2_5,9
-4068.940434,SO2_5,9
-4462.325937,SO2_5,9
-3725.18606,SO2_5,9
-5225.961159,SO2_5,9
-5583.236464,SO2_5,9
-4397.377717,SO2_5,9
-4760.706143,SO2_5,9
-4899.128042,SO2_5,9
-5320.361537,SO2_5,9
-5317.179974,SO2_5,9
-4623.657968,SO2_5,9
-4313.924347,SO2_5,9
-4369.297144,SO2_5,9
-4415.29391,SO2_5,9
-5468.994663,SO2_5,9
-4825.351629,SO2_5,9
-5408.408156,SO2_5,9
-5354.070872,SO2_5,9
-5683.480365,SO2_5,9
-5326.940194,SO2_5,9
-5275.099965,SO2_5,9
-5228.250513,SO2_5,9
-4635.122379,SO2_5,9
-4725.187236,SO2_5,9
-3683.290669,SO2_5,9
-3862.682349,SO2_5,9
-4520.824798,SO2_5,9
-5526.680711,SO2_5,9
-4329.206622,SO2_5,9
-5837.675768,SO2_5,9
-4416.847823,SO2_5,9
-4927.206037,SO2_5,9
-4809.313771,SO2_5,9
-5174.370305,SO2_5,9
-4499.24847,SO2_5,9
-4937.049272,SO2_5,9
-4377.063644,SO2_5,9
-4611.378082,SO2_5,9
-4142.132718,SO2_5,9
-4022.708884,SO2_5,9
-3990.18507,SO2_5,9
-4235.239996,SO2_5,9
-5114.529584,SO2_5,9
-4515.97859,SO2_5,9
-4232.968454,SO2_5,9
-4483.902431,SO2_5,9
-4354.937947,SO2_5,9
-3826.199364,SO2_5,9
-4566.691656,SO2_5,9
-4611.044018,SO2_5,9
-4257.350064,SO2_5,9
-5007.732172,SO2_5,9
-4833.858721,SO2_5,9
-4946.59641,SO2_5,9
-4019.232232,SO2_5,9
-3563.745387,SO2_5,9
-3879.123401,SO2_5,9
-4633.433934,SO2_5,9
-4075.277629,SO2_5,9
-4178.495144,SO2_5,9
-5886.895546,SO2_5,9
-5432.949182,SO2_5,9
-3708.623501,SO2_5,9
-3637.7181,SO2_5,9
-4590.652004,SO2_5,9
-3812.195949,SO2_5,9
-4185.610159,SO2_5,9
-4357.027349,SO2_5,9
-5042.747378,SO2_5,9
-4691.443621,SO2_5,9
-2947.868552,SO2_5,9
-3309.471114,SO2_5,9
-3993.976203,SO2_5,9
-3530.244923,SO2_5,9
-3793.038822,SO2_5,9
-3780.85684,SO2_5,9
-3607.813854,SO2_5,9
-4021.233156,SO2_5,9
-4282.006534,SO2_5,9
-4139.320433,SO2_5,9
-4210.25556,SO2_5,9
-3101.131907,SO2_5,9
-3591.157274,SO2_5,9
-3159.130271,SO2_5,9
-3341.231415,SO2_5,9
-3981.99407,SO2_5,9
-3282.346896,SO2_5,9
-4133.84805,SO2_5,9
-3396.93327,SO2_5,9
-3422.349826,SO2_5,9
-4396.99794,SO2_5,9
-4168.224862,SO2_5,9
-4642.613179,SO2_5,9
-4415.031838,SO2_5,9
-4192.358168,SO2_5,9
-3872.073826,SO2_5,9
-4473.696958,SO2_5,9
-4495.929365,SO2_5,9
-4215.450587,SO2_5,9
-3501.075923,SO2_5,9
-4642.586095,SO2_5,9
-3753.209302,SO2_5,9
-3435.356916,SO2_5,9
-4284.546588,SO2_5,9
-3856.299101,SO2_5,9
-4821.488618,SO2_5,9
-3706.686765,SO2_5,9
-4001.818575,SO2_5,9
-4431.444715,SO2_5,9
-4044.45527,SO2_5,9
-4073.604967,SO2_5,9
-3471.249748,SO2_5,9
-3934.261542,SO2_5,9
-3768.874403,SO2_5,9
-4493.185844,SO2_5,9
-4856.725384,SO2_5,9
-3927.302836,SO2_5,9
-4293.215261,SO2_5,9
-4926.62446,SO2_5,9
-5210.525596,SO2_5,9
-4412.096378,SO2_5,9
-3547.364341,SO2_5,9
-4104.133878,SO2_5,9
-3971.597316,SO2_5,9
-3647.94729,SO2_5,9
-3177.466991,SO2_5,9
-4080.780055,SO2_5,9
-4112.082203,SO2_5,9
-4431.257341,SO2_5,9
-4190.4645,SO2_5,9
-3425.461241,SO2_5,9
-4145.443543,SO2_5,9
-4902.72566,SO2_5,9
-3196.543453,SO2_5,9
-5234.918913,SO2_5,9
-5136.911395,SO2_5,9
-3927.554879,SO2_5,9
-4238.354856,SO2_5,9
-3556.090925,SO2_5,9
-3857.213948,SO2_5,9
-3160.699519,SO2_5,9
-3898.443301,SO2_5,9
-3813.442445,SO2_5,9
-3590.240814,SO2_5,9
-3415.977887,SO2_5,9
-3700.041993,SO2_5,9
-3627.939138,SO2_5,9
-3691.610849,SO2_5,9
-3707.84309,SO2_5,9
-3711.509802,SO2_5,9
-3464.259912,SO2_5,9
-3792.261,SO2_5,9
-4410.505155,SO2_5,9
-3756.517494,SO2_5,9
-4206.693112,SO2_5,9
-3449.608145,SO2_5,9
-4435.529665,SO2_5,9
