adsorption_energy,adsorbed_molecule,adsorbed_molecule_encoded
-38.539947,H2O_7,7
-33.594095,H2O_7,7
-19.03287,H2O_7,7
-17.863969,H2O_7,7
-27.177197,H2O_7,7
-31.780352,H2O_7,7
-34.956466,H2O_7,7
-15.423224,H2O_7,7
-22.859791,H2O_7,7
-15.658021,H2O_7,7
-0.988958001,H2O_7,7
-27.0686,H2O_7,7
-29.365932,H2O_7,7
-18.11903,H2O_7,7
-27.286221,H2O_7,7
-18.718863,H2O_7,7
-18.225547,H2O_7,7
-18.711275,H2O_7,7
-44.767578,H2O_7,7
-28.179604,H2O_7,7
-19.698874,H2O_7,7
-30.740173,H2O_7,7
-28.346289,H2O_7,7
-0.983666,H2O_7,7
-31.308673,H2O_7,7
-30.661486,H2O_7,7
-40.83829,H2O_7,7
-21.542225,H2O_7,7
-42.074661,H2O_7,7
-33.544932,H2O_7,7
-17.223673,H2O_7,7
-14.733331,H2O_7,7
-47.510536,H2O_7,7
-33.405896,H2O_7,7
-24.210633,H2O_7,7
-1.370285001,H2O_7,7
-16.335145,H2O_7,7
-11.396148,H2O_7,7
-62.637764,H2O_7,7
-19.912941,H2O_7,7
-15.859856,H2O_7,7
-8.381317,H2O_7,7
-39.637721,H2O_7,7
-22.475257,H2O_7,7
-27.297957,H2O_7,7
-13.180817,H2O_7,7
-24.149922,H2O_7,7
-23.089257,H2O_7,7
-16.215138,H2O_7,7
-2.365405,H2O_7,7
-4.749255,H2O_7,7
-19.686297,H2O_7,7
-37.733952,H2O_7,7
-24.352662,H2O_7,7
-32.448365,H2O_7,7
-34.765789,H2O_7,7
-23.022479,H2O_7,7
-29.933258,H2O_7,7
-13.861066,H2O_7,7
-8.51708,H2O_7,7
-30.80042,H2O_7,7
-25.506536,H2O_7,7
-11.942595,H2O_7,7
-8.428957,H2O_7,7
-27.20121,H2O_7,7
-14.018668,H2O_7,7
-33.820564,H2O_7,7
-32.736331,H2O_7,7
-28.019915,H2O_7,7
-23.075094,H2O_7,7
-33.858315,H2O_7,7
-8.023204001,H2O_7,7
-32.405431,H2O_7,7
-17.14298,H2O_7,7
-44.55601,H2O_7,7
-1.686597,H2O_7,7
-10.968437,H2O_7,7
-24.592647,H2O_7,7
-16.44874,H2O_7,7
-23.142936,H2O_7,7
-27.616401,H2O_7,7
-22.972084,H2O_7,7
-28.505721,H2O_7,7
-26.005456,H2O_7,7
-26.238598,H2O_7,7
-0.995416001,H2O_7,7
-39.558622,H2O_7,7
-32.926907,H2O_7,7
-21.629753,H2O_7,7
-39.067231,H2O_7,7
-26.556999,H2O_7,7
0.500995998,H2O_7,7
3.751556001,H2O_7,7
-19.92378,H2O_7,7
-20.891154,H2O_7,7
-30.210273,H2O_7,7
-23.656906,H2O_7,7
-33.135811,H2O_7,7
-29.590236,H2O_7,7
-30.990252,H2O_7,7
-41.708516,H2O_7,7
-23.594659,H2O_7,7
-13.8484,H2O_7,7
-41.508793,H2O_7,7
-33.970592,H2O_7,7
-26.373435,H2O_7,7
-18.32447,H2O_7,7
0.845566,H2O_7,7
-25.620891,H2O_7,7
-12.446194,H2O_7,7
-27.702211,H2O_7,7
-14.256109,H2O_7,7
-27.856672,H2O_7,7
-19.390372,H2O_7,7
11.143984,H2O_7,7
-21.208328,H2O_7,7
-18.243478,H2O_7,7
-21.001701,H2O_7,7
-45.170313,H2O_7,7
-25.632017,H2O_7,7
-1.357158,H2O_7,7
-51.222354,H2O_7,7
-47.407924,H2O_7,7
-5.025335,H2O_7,7
-18.41099,H2O_7,7
-1.441601,H2O_7,7
-22.352379,H2O_7,7
-12.623658,H2O_7,7
-41.215847,H2O_7,7
-19.345324,H2O_7,7
-9.002059001,H2O_7,7
-8.243471001,H2O_7,7
-26.616342,H2O_7,7
-17.622614,H2O_7,7
-12.023703,H2O_7,7
-36.995907,H2O_7,7
-17.139294,H2O_7,7
-17.033682,H2O_7,7
-12.734657,H2O_7,7
-25.754553,H2O_7,7
-4.115077999,H2O_7,7
-18.723566,H2O_7,7
-30.63552,H2O_7,7
-28.766544,H2O_7,7
-18.482091,H2O_7,7
-23.289083,H2O_7,7
-15.007815,H2O_7,7
-8.526024999,H2O_7,7
-20.356389,H2O_7,7
-5.337629001,H2O_7,7
-31.484733,H2O_7,7
-12.741238,H2O_7,7
-17.085166,H2O_7,7
-24.233382,H2O_7,7
-10.352173,H2O_7,7
-34.847893,H2O_7,7
-25.438849,H2O_7,7
-12.079874,H2O_7,7
-26.677103,H2O_7,7
-18.761458,H2O_7,7
2.127112999,H2O_7,7
-26.969206,H2O_7,7
-1.818554999,H2O_7,7
-15.218952,H2O_7,7
-23.069147,H2O_7,7
-30.104212,H2O_7,7
-26.800208,H2O_7,7
-9.253129999,H2O_7,7
-14.14039,H2O_7,7
-44.468487,H2O_7,7
-17.271253,H2O_7,7
-8.765927,H2O_7,7
-26.375667,H2O_7,7
-15.364808,H2O_7,7
-23.89808,H2O_7,7
-13.995544,H2O_7,7
-22.988545,H2O_7,7
-1.186453,H2O_7,7
-19.946097,H2O_7,7
-17.060095,H2O_7,7
-9.231189999,H2O_7,7
-18.837242,H2O_7,7
-21.279375,H2O_7,7
-31.542792,H2O_7,7
-44.619166,H2O_7,7
-15.071695,H2O_7,7
-34.096012,H2O_7,7
-28.791387,H2O_7,7
-18.7149,H2O_7,7
-10.78848,H2O_7,7
-18.815169,H2O_7,7
-16.97006,H2O_7,7
-20.914925,H2O_7,7
-14.763835,H2O_7,7
-29.709115,H2O_7,7
-37.919432,H2O_7,7
-7.320691999,H2O_7,7
-17.190827,H2O_7,7
-20.136209,H2O_7,7
-26.453857,H2O_7,7
-17.248846,H2O_7,7
-18.270855,H2O_7,7
-17.894286,H2O_7,7
-30.983817,H2O_7,7
-21.983372,H2O_7,7
-15.19783,H2O_7,7
-40.66373,H2O_7,7
-15.568069,H2O_7,7
-18.496118,H2O_7,7
-11.254625,H2O_7,7
-19.676342,H2O_7,7
-15.995008,H2O_7,7
-10.14175,H2O_7,7
-30.124066,H2O_7,7
9.066804001,H2O_7,7
-19.703346,H2O_7,7
-30.828433,H2O_7,7
-28.723409,H2O_7,7
-32.078032,H2O_7,7
-30.696186,H2O_7,7
-38.906177,H2O_7,7
-32.780169,H2O_7,7
-48.397006,H2O_7,7
-14.933064,H2O_7,7
-30.114351,H2O_7,7
-50.64384,H2O_7,7
-16.463208,H2O_7,7
-42.894442,H2O_7,7
-34.184994,H2O_7,7
-7.858576999,H2O_7,7
-16.005172,H2O_7,7
-51.550006,H2O_7,7
-50.149999,H2O_7,7
-23.54769,H2O_7,7
-29.477604,H2O_7,7
-33.348537,H2O_7,7
-13.496965,H2O_7,7
-36.139777,H2O_7,7
-23.458394,H2O_7,7
-18.865242,H2O_7,7
-5.137136999,H2O_7,7
-33.437038,H2O_7,7
-12.132289,H2O_7,7
-35.415721,H2O_7,7
-24.216821,H2O_7,7
-8.748744,H2O_7,7
-11.134467,H2O_7,7
-21.899879,H2O_7,7
-34.795035,H2O_7,7
-6.270962999,H2O_7,7
-1.133825001,H2O_7,7
-30.902382,H2O_7,7
-27.30561,H2O_7,7
-15.800205,H2O_7,7
-12.697253,H2O_7,7
-21.150268,H2O_7,7
-10.943211,H2O_7,7
4.477901,H2O_7,7
-7.184943,H2O_7,7
-30.150755,H2O_7,7
-27.998894,H2O_7,7
-20.400905,H2O_7,7
-22.790386,H2O_7,7
-21.957093,H2O_7,7
-24.374072,H2O_7,7
-41.972093,H2O_7,7
-27.984514,H2O_7,7
-9.453170998,H2O_7,7
-30.591621,H2O_7,7
-15.070155,H2O_7,7
-0.471284,H2O_7,7
-7.670964001,H2O_7,7
-42.67651,H2O_7,7
-39.513976,H2O_7,7
-23.868812,H2O_7,7
-22.427687,H2O_7,7
-17.115777,H2O_7,7
-12.784318,H2O_7,7
-22.181699,H2O_7,7
-31.564596,H2O_7,7
-33.445091,H2O_7,7
-27.371878,H2O_7,7
-36.189233,H2O_7,7
-11.503931,H2O_7,7
-13.063188,H2O_7,7
-25.822742,H2O_7,7
-27.148782,H2O_7,7
-34.732273,H2O_7,7
-7.552837999,H2O_7,7
-31.99652,H2O_7,7
-34.950839,H2O_7,7
-8.182906999,H2O_7,7
-16.725162,H2O_7,7
-34.941423,H2O_7,7
-23.490663,H2O_7,7
-9.966914,H2O_7,7
-3.149177,H2O_7,7
-37.25976,H2O_7,7
-21.604061,H2O_7,7
-10.619419,H2O_7,7
-13.8966,H2O_7,7
-6.607126,H2O_7,7
-20.139001,H2O_7,7
-13.198474,H2O_7,7
-36.270739,H2O_7,7
-13.474188,H2O_7,7
-33.17905,H2O_7,7
-12.743216,H2O_7,7
2.393690001,H2O_7,7
-35.6859,H2O_7,7
-23.986248,H2O_7,7
-4.541858,H2O_7,7
-42.421852,H2O_7,7
-18.045908,H2O_7,7
-9.814931001,H2O_7,7
-24.452035,H2O_7,7
-3.762777001,H2O_7,7
-30.836616,H2O_7,7
-39.029222,H2O_7,7
-52.854766,H2O_7,7
-45.458585,H2O_7,7
-22.15887,H2O_7,7
-35.02622,H2O_7,7
-16.549152,H2O_7,7
-28.705327,H2O_7,7
-18.615627,H2O_7,7
-45.002307,H2O_7,7
-25.591456,H2O_7,7
-31.791461,H2O_7,7
-28.03353,H2O_7,7
-44.039517,H2O_7,7
4.977901001,H2O_7,7
-13.661987,H2O_7,7
-25.79448,H2O_7,7
-8.562995,H2O_7,7
-28.547725,H2O_7,7
-23.713126,H2O_7,7
-11.988382,H2O_7,7
-24.963449,H2O_7,7
-28.137319,H2O_7,7
-16.712876,H2O_7,7
-28.340061,H2O_7,7
-26.778662,H2O_7,7
-11.001137,H2O_7,7
-14.394334,H2O_7,7
-12.648424,H2O_7,7
-26.563858,H2O_7,7
-23.884396,H2O_7,7
-19.827404,H2O_7,7
-8.645207999,H2O_7,7
-20.985025,H2O_7,7
-28.215635,H2O_7,7
-11.759053,H2O_7,7
-18.456591,H2O_7,7
-13.482102,H2O_7,7
-15.587477,H2O_7,7
-19.892161,H2O_7,7
-8.659954999,H2O_7,7
-21.089552,H2O_7,7
-15.439296,H2O_7,7
-20.228209,H2O_7,7
-18.361211,H2O_7,7
-21.391953,H2O_7,7
-28.176808,H2O_7,7
-35.009712,H2O_7,7
-31.890557,H2O_7,7
-20.214881,H2O_7,7
-16.734478,H2O_7,7
-13.209197,H2O_7,7
-28.498433,H2O_7,7
-35.636542,H2O_7,7
-27.859122,H2O_7,7
-25.581925,H2O_7,7
-23.249985,H2O_7,7
-22.205988,H2O_7,7
-36.429791,H2O_7,7
-21.20619,H2O_7,7
-33.270256,H2O_7,7
-22.878841,H2O_7,7
-29.804776,H2O_7,7
-25.935627,H2O_7,7
-22.827825,H2O_7,7
-4.996688999,H2O_7,7
-7.029205,H2O_7,7
-29.836704,H2O_7,7
-38.214834,H2O_7,7
3.2214,H2O_7,7
-35.450216,H2O_7,7
-6.025769,H2O_7,7
-28.310587,H2O_7,7
-36.435473,H2O_7,7
-24.619583,H2O_7,7
3.316532,H2O_7,7
-32.946368,H2O_7,7
-21.940491,H2O_7,7
-20.9912,H2O_7,7
-27.356688,H2O_7,7
-27.254705,H2O_7,7
-9.616436,H2O_7,7
-34.837297,H2O_7,7
-27.636344,H2O_7,7
-21.435146,H2O_7,7
-26.045985,H2O_7,7
-25.096379,H2O_7,7
-24.050954,H2O_7,7
-37.234155,H2O_7,7
-21.751803,H2O_7,7
-15.237493,H2O_7,7
-7.989038,H2O_7,7
-34.388366,H2O_7,7
-38.168539,H2O_7,7
-17.494371,H2O_7,7
-13.258947,H2O_7,7
-1.739234001,H2O_7,7
3.669784001,H2O_7,7
-29.472126,H2O_7,7
-19.312209,H2O_7,7
-17.069523,H2O_7,7
-23.84531,H2O_7,7
-17.642477,H2O_7,7
-23.257988,H2O_7,7
-15.046665,H2O_7,7
3.423561999,H2O_7,7
-25.557677,H2O_7,7
-31.832441,H2O_7,7
-64.324126,H2O_7,7
-29.820052,H2O_7,7
-23.101646,H2O_7,7
-22.738621,H2O_7,7
-10.865373,H2O_7,7
-19.936339,H2O_7,7
-18.901874,H2O_7,7
-11.965108,H2O_7,7
-27.832096,H2O_7,7
-30.807438,H2O_7,7
-2.916056,H2O_7,7
-9.906133,H2O_7,7
-36.262298,H2O_7,7
-35.260935,H2O_7,7
-24.234849,H2O_7,7
-40.178176,H2O_7,7
-31.194941,H2O_7,7
-29.267677,H2O_7,7
-13.143349,H2O_7,7
-13.529787,H2O_7,7
-27.477198,H2O_7,7
-28.338002,H2O_7,7
-20.571399,H2O_7,7
-27.446003,H2O_7,7
-36.234102,H2O_7,7
-14.836143,H2O_7,7
-29.276617,H2O_7,7
-24.929058,H2O_7,7
-29.049301,H2O_7,7
-23.572686,H2O_7,7
-19.905199,H2O_7,7
-14.778778,H2O_7,7
-34.450255,H2O_7,7
-35.549843,H2O_7,7
-17.290203,H2O_7,7
-24.287513,H2O_7,7
-25.203082,H2O_7,7
-29.563205,H2O_7,7
-19.150909,H2O_7,7
-23.371317,H2O_7,7
-18.560316,H2O_7,7
-18.97228,H2O_7,7
-18.75836,H2O_7,7
-17.293279,H2O_7,7
-13.122398,H2O_7,7
-25.56592,H2O_7,7
-14.466668,H2O_7,7
-17.662655,H2O_7,7
-28.373603,H2O_7,7
-21.369826,H2O_7,7
-24.375491,H2O_7,7
-22.169808,H2O_7,7
-9.900363999,H2O_7,7
-33.434856,H2O_7,7
-20.715036,H2O_7,7
-18.276485,H2O_7,7
-17.800104,H2O_7,7
-10.564344,H2O_7,7
-24.330946,H2O_7,7
-6.842058999,H2O_7,7
-16.53267,H2O_7,7
-29.93765,H2O_7,7
-40.87903,H2O_7,7
-13.628892,H2O_7,7
-25.565473,H2O_7,7
-10.71123,H2O_7,7
-26.066224,H2O_7,7
-27.591925,H2O_7,7
-29.711663,H2O_7,7
-21.945135,H2O_7,7
-37.138404,H2O_7,7
-13.67242,H2O_7,7
-18.537987,H2O_7,7
-16.434862,H2O_7,7
-22.971826,H2O_7,7
-5.399755001,H2O_7,7
-18.886176,H2O_7,7
-11.668412,H2O_7,7
0.357597999,H2O_7,7
-9.355536001,H2O_7,7
-26.772526,H2O_7,7
-17.352588,H2O_7,7
-38.657581,H2O_7,7
-22.563072,H2O_7,7
-18.248522,H2O_7,7
-23.712209,H2O_7,7
-17.898718,H2O_7,7
-29.511948,H2O_7,7
-25.661066,H2O_7,7
-15.342051,H2O_7,7
-20.439153,H2O_7,7
-25.776216,H2O_7,7
-26.659018,H2O_7,7
-87.454516,H2O_10,5
11.950734,H2O_10,5
-10.661803,H2O_10,5
-1.491284001,H2O_10,5
-43.752148,H2O_10,5
-12.246555,H2O_10,5
-2.235754999,H2O_10,5
-32.805651,H2O_10,5
-34.296057,H2O_10,5
-60.306886,H2O_10,5
-33.154605,H2O_10,5
-21.466083,H2O_10,5
-43.096755,H2O_10,5
-41.112321,H2O_10,5
-47.078926,H2O_10,5
-0.124412,H2O_10,5
-29.737504,H2O_10,5
-23.916956,H2O_10,5
-37.761546,H2O_10,5
-12.644561,H2O_10,5
-65.092344,H2O_10,5
-30.029915,H2O_10,5
-0.624779001,H2O_10,5
-58.807129,H2O_10,5
-54.431572,H2O_10,5
-52.034379,H2O_10,5
-20.98799,H2O_10,5
-12.506568,H2O_10,5
-50.654356,H2O_10,5
-31.738446,H2O_10,5
-1.610945001,H2O_10,5
-33.181724,H2O_10,5
-17.446893,H2O_10,5
-64.395337,H2O_10,5
-55.736758,H2O_10,5
-56.24302,H2O_10,5
-12.925162,H2O_10,5
-52.750922,H2O_10,5
1.24226,H2O_10,5
-28.460936,H2O_10,5
-31.374925,H2O_10,5
-20.591745,H2O_10,5
-55.513728,H2O_10,5
-12.583191,H2O_10,5
-49.267628,H2O_10,5
3.681186001,H2O_10,5
-20.72555,H2O_10,5
-53.766973,H2O_10,5
-29.908767,H2O_10,5
-41.799228,H2O_10,5
-42.947863,H2O_10,5
-46.749065,H2O_10,5
-91.158022,H2O_10,5
-70.524838,H2O_10,5
-23.88874,H2O_10,5
-41.794501,H2O_10,5
-17.060866,H2O_10,5
-25.01787,H2O_10,5
-5.228227,H2O_10,5
-26.980846,H2O_10,5
-7.155145001,H2O_10,5
-19.001607,H2O_10,5
-17.895404,H2O_10,5
-34.090762,H2O_10,5
-39.022976,H2O_10,5
10.487874,H2O_10,5
-8.303053,H2O_10,5
-16.114479,H2O_10,5
-9.224208,H2O_10,5
-31.697477,H2O_10,5
3.238848,H2O_10,5
-28.42104,H2O_10,5
-6.410883,H2O_10,5
-17.517798,H2O_10,5
-39.245995,H2O_10,5
-27.22638,H2O_10,5
-47.673443,H2O_10,5
-43.061167,H2O_10,5
-54.33642,H2O_10,5
11.662083,H2O_10,5
-31.820646,H2O_10,5
-6.8672,H2O_10,5
-25.493041,H2O_10,5
-33.722179,H2O_10,5
-50.253604,H2O_10,5
-56.818996,H2O_10,5
-51.908926,H2O_10,5
-38.951203,H2O_10,5
-39.416928,H2O_10,5
-3.729097999,H2O_10,5
-47.588909,H2O_10,5
-53.940511,H2O_10,5
-24.117972,H2O_10,5
-13.372174,H2O_10,5
-59.788879,H2O_10,5
-29.660737,H2O_10,5
-11.346713,H2O_10,5
-27.28655,H2O_10,5
-17.082555,H2O_10,5
-17.657587,H2O_10,5
-31.355639,H2O_10,5
-50.882604,H2O_10,5
-45.757403,H2O_10,5
-60.595829,H2O_10,5
-10.389309,H2O_10,5
-39.302609,H2O_10,5
-18.576218,H2O_10,5
-57.095748,H2O_10,5
-36.431593,H2O_10,5
-40.771789,H2O_10,5
-36.706799,H2O_10,5
-25.221224,H2O_10,5
-54.6061,H2O_10,5
-38.596325,H2O_10,5
-56.308328,H2O_10,5
-36.978831,H2O_10,5
-14.683652,H2O_10,5
-19.842886,H2O_10,5
-45.053068,H2O_10,5
-49.620145,H2O_10,5
-68.469103,H2O_10,5
-40.039254,H2O_10,5
-50.902226,H2O_10,5
-25.906886,H2O_10,5
-40.926763,H2O_10,5
-35.880226,H2O_10,5
-7.654273999,H2O_10,5
-41.182776,H2O_10,5
-49.886001,H2O_10,5
-31.673862,H2O_10,5
-33.579123,H2O_10,5
16.524049,H2O_10,5
-7.028970001,H2O_10,5
-23.292818,H2O_10,5
-42.457545,H2O_10,5
-15.935986,H2O_10,5
-35.4297,H2O_10,5
-2.873860001,H2O_10,5
-7.447703,H2O_10,5
-23.690654,H2O_10,5
-50.433389,H2O_10,5
-6.530946,H2O_10,5
-25.671694,H2O_10,5
-26.400726,H2O_10,5
-44.802967,H2O_10,5
1.141460001,H2O_10,5
-7.915285999,H2O_10,5
-49.465933,H2O_10,5
-4.142636999,H2O_10,5
-49.597831,H2O_10,5
-60.068172,H2O_10,5
-51.057733,H2O_10,5
-13.282859,H2O_10,5
-2.330606001,H2O_10,5
-2.530309,H2O_10,5
14.502856,H2O_10,5
-43.306064,H2O_10,5
-70.566067,H2O_10,5
-40.355959,H2O_10,5
-22.758834,H2O_10,5
-38.779266,H2O_10,5
-14.269633,H2O_10,5
-48.093226,H2O_10,5
-27.654964,H2O_10,5
-16.914195,H2O_10,5
1.838102,H2O_10,5
-22.976698,H2O_10,5
-45.760615,H2O_10,5
-51.01868,H2O_10,5
-10.127393,H2O_10,5
-16.999715,H2O_10,5
-60.402782,H2O_10,5
-69.21695,H2O_10,5
-24.768041,H2O_10,5
3.907985,H2O_10,5
-23.676967,H2O_10,5
-38.244382,H2O_10,5
-22.930964,H2O_10,5
-20.135014,H2O_10,5
-38.166923,H2O_10,5
-43.101284,H2O_10,5
-26.932839,H2O_10,5
-69.39594,H2O_10,5
-57.01245,H2O_10,5
-50.664873,H2O_10,5
-42.524411,H2O_10,5
-58.946926,H2O_10,5
-41.651049,H2O_10,5
-48.281672,H2O_10,5
-21.731685,H2O_10,5
-41.589774,H2O_10,5
-11.352144,H2O_10,5
-58.174839,H2O_10,5
-17.344648,H2O_10,5
-7.991347,H2O_10,5
-50.715685,H2O_10,5
-52.257056,H2O_10,5
-2.03224,H2O_10,5
-15.693793,H2O_10,5
-37.12013,H2O_10,5
-43.815117,H2O_10,5
-29.381083,H2O_10,5
-76.637986,H2O_10,5
-32.405497,H2O_10,5
-36.998732,H2O_10,5
4.692463999,H2O_10,5
-36.16188,H2O_10,5
-38.5923,H2O_10,5
-49.83536,H2O_10,5
-33.582891,H2O_10,5
-33.525754,H2O_10,5
-25.243428,H2O_10,5
-38.740961,H2O_10,5
-30.850355,H2O_10,5
-29.281841,H2O_10,5
-47.133694,H2O_10,5
-37.562814,H2O_10,5
-15.920904,H2O_10,5
-14.870523,H2O_10,5
-59.885297,H2O_10,5
-35.594565,H2O_10,5
-31.392887,H2O_10,5
-27.543534,H2O_10,5
-28.563672,H2O_10,5
-39.254144,H2O_10,5
-28.09023,H2O_10,5
-35.396682,H2O_10,5
-18.232673,H2O_10,5
-28.029011,H2O_10,5
-24.825428,H2O_10,5
-27.627848,H2O_10,5
-32.874695,H2O_10,5
-60.841924,H2O_10,5
-30.383931,H2O_10,5
-26.828163,H2O_10,5
-9.932382,H2O_10,5
-24.855781,H2O_10,5
-50.634715,H2O_10,5
-12.510942,H2O_10,5
-24.799865,H2O_10,5
-49.802438,H2O_10,5
-11.714307,H2O_10,5
-14.156449,H2O_10,5
-29.514762,H2O_10,5
-30.864046,H2O_10,5
-5.272813,H2O_10,5
-26.932303,H2O_10,5
-45.548534,H2O_10,5
-38.575536,H2O_10,5
-32.302691,H2O_10,5
-30.614525,H2O_10,5
-36.154679,H2O_10,5
-35.321803,H2O_10,5
-4.617363,H2O_10,5
-21.283874,H2O_10,5
-37.252046,H2O_10,5
-5.918981001,H2O_10,5
-32.298154,H2O_10,5
-46.084303,H2O_10,5
-51.759875,H2O_10,5
-55.505954,H2O_10,5
-46.341543,H2O_10,5
-43.999348,H2O_10,5
-29.27285,H2O_10,5
-64.14737,H2O_10,5
0.721221,H2O_10,5
-2.666357,H2O_10,5
-5.486194,H2O_10,5
-27.515433,H2O_10,5
-31.568764,H2O_10,5
-17.437632,H2O_10,5
-60.296173,H2O_10,5
-24.769354,H2O_10,5
-22.025649,H2O_10,5
-21.781661,H2O_10,5
-41.414214,H2O_10,5
17.562955,H2O_10,5
-14.282627,H2O_10,5
-19.371948,H2O_10,5
-40.310253,H2O_10,5
-28.776068,H2O_10,5
-37.024029,H2O_10,5
-31.815471,H2O_10,5
-19.574467,H2O_10,5
-48.261901,H2O_10,5
-39.001373,H2O_10,5
-25.904606,H2O_10,5
-29.632698,H2O_10,5
-25.157694,H2O_10,5
-39.938733,H2O_10,5
-43.978564,H2O_10,5
-20.806302,H2O_10,5
-21.533754,H2O_10,5
-9.126814,H2O_10,5
-27.097489,H2O_10,5
-31.945441,H2O_10,5
-40.189981,H2O_10,5
-44.747756,H2O_10,5
-81.003441,H2O_10,5
-26.423748,H2O_10,5
-20.14616,H2O_10,5
-35.919906,H2O_10,5
-20.812887,H2O_10,5
-41.303011,H2O_10,5
-13.168947,H2O_10,5
-42.262063,H2O_10,5
-54.351721,H2O_10,5
9.043788,H2O_10,5
-13.061063,H2O_10,5
-34.242249,H2O_10,5
-31.34166,H2O_10,5
-21.004238,H2O_10,5
-24.028662,H2O_10,5
-36.337649,H2O_10,5
-37.775784,H2O_10,5
-37.252382,H2O_10,5
-54.445085,H2O_10,5
-12.761603,H2O_10,5
-48.324375,H2O_10,5
-25.365963,H2O_10,5
-33.299563,H2O_10,5
-63.698422,H2O_10,5
-31.704338,H2O_10,5
-22.207783,H2O_10,5
-3.478351001,H2O_10,5
-52.058249,H2O_10,5
-37.57814,H2O_10,5
-7.887206999,H2O_10,5
-55.99691,H2O_10,5
-23.433467,H2O_10,5
-35.146453,H2O_10,5
-19.105169,H2O_10,5
-49.840718,H2O_10,5
-27.416696,H2O_10,5
-27.784699,H2O_10,5
-39.86881,H2O_10,5
-34.714071,H2O_10,5
-24.438763,H2O_10,5
0.504479,H2O_10,5
-29.627164,H2O_10,5
-30.1518,H2O_10,5
-42.914876,H2O_10,5
-28.184132,H2O_10,5
-28.371836,H2O_10,5
-35.359868,H2O_10,5
-32.759938,H2O_10,5
-35.922626,H2O_10,5
-22.044395,H2O_10,5
-6.368731997,H2O_10,5
-14.842413,H2O_10,5
-21.29784,H2O_10,5
-30.026217,H2O_10,5
-41.799992,H2O_10,5
-26.167673,H2O_10,5
-26.001683,H2O_10,5
-58.233463,H2O_10,5
-19.469124,H2O_10,5
-26.475541,H2O_10,5
-22.912907,H2O_10,5
-15.247809,H2O_10,5
-25.517056,H2O_10,5
-13.659725,H2O_10,5
-21.324313,H2O_10,5
-12.738874,H2O_10,5
-36.867516,H2O_10,5
-25.530171,H2O_10,5
-39.026504,H2O_10,5
-7.545777999,H2O_10,5
-18.621913,H2O_10,5
-11.194108,H2O_10,5
-33.863336,H2O_10,5
-52.543789,H2O_10,5
-59.027893,H2O_10,5
-26.479002,H2O_10,5
-49.666817,H2O_10,5
-31.908813,H2O_10,5
-37.037726,H2O_10,5
-20.303741,H2O_10,5
-36.164805,H2O_10,5
-20.625693,H2O_10,5
-32.911738,H2O_10,5
-6.765184,H2O_10,5
-33.225259,H2O_10,5
9.247501,H2O_10,5
-29.20208,H2O_10,5
9.863656,H2O_10,5
-22.599477,H2O_10,5
-19.33536,H2O_10,5
-30.833268,H2O_10,5
-9.897241,H2O_10,5
-45.344661,H2O_10,5
-17.373621,H2O_10,5
-13.073221,H2O_10,5
-21.36387,H2O_10,5
-13.442786,H2O_10,5
-27.545171,H2O_10,5
-19.150606,H2O_10,5
-22.076052,H2O_10,5
-42.828518,H2O_10,5
-34.76563,H2O_10,5
-13.338634,H2O_10,5
-35.847643,H2O_10,5
-20.097604,H2O_10,5
-58.177706,H2O_10,5
-20.261349,H2O_10,5
-46.556236,H2O_10,5
-23.496182,H2O_10,5
-68.965787,H2O_10,5
-33.388405,H2O_10,5
-41.080174,H2O_10,5
-27.584036,H2O_10,5
-26.79912,H2O_10,5
-23.711343,H2O_10,5
-20.824355,H2O_10,5
-33.205626,H2O_10,5
-53.828436,H2O_10,5
10.71655,H2O_10,5
-58.407096,H2O_10,5
-14.389469,H2O_10,5
-20.51089,H2O_10,5
-7.003836001,H2O_10,5
-59.585866,H2O_10,5
-22.372935,H2O_10,5
-31.255416,H2O_10,5
-3.655125,H2O_10,5
-49.087987,H2O_10,5
-40.490257,H2O_10,5
-68.817418,H2O_10,5
-2.412206,H2O_10,5
-19.806186,H2O_10,5
-19.311642,H2O_10,5
-33.49536,H2O_10,5
-22.302521,H2O_10,5
-27.374467,H2O_10,5
-20.457479,H2O_10,5
-75.718755,H2O_10,5
-28.301304,H2O_10,5
-27.469828,H2O_10,5
-40.747815,H2O_10,5
-34.127577,H2O_10,5
20.017139,H2O_10,5
-21.816489,H2O_10,5
-49.185199,H2O_10,5
0.638420999,H2O_10,5
-46.997127,H2O_10,5
-35.703534,H2O_10,5
-46.014367,H2O_10,5
-33.135674,H2O_10,5
-32.82944,H2O_10,5
-60.718572,H2O_10,5
-52.662233,H2O_10,5
-31.012314,H2O_10,5
-5.887785001,H2O_10,5
-7.365914,H2O_10,5
-47.997008,H2O_10,5
-7.533462,H2O_10,5
-27.867581,H2O_10,5
-29.846523,H2O_10,5
-22.232124,H2O_10,5
16.542112,H2O_10,5
-28.654718,H2O_10,5
-13.110666,H2O_10,5
-48.764204,H2O_10,5
-43.808094,H2O_10,5
-25.638102,H2O_10,5
-41.155505,H2O_10,5
-37.310043,H2O_10,5
-12.551824,H2O_10,5
-14.862307,H2O_10,5
-32.792525,H2O_10,5
-20.286454,H2O_10,5
-41.751317,H2O_10,5
-36.416516,H2O_10,5
-49.411019,H2O_10,5
-50.10337,H2O_10,5
-18.945807,H2O_10,5
-14.648369,H2O_10,5
